oust		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	After independence , these resentments came to a crisis , when Idi Amin ousted Milton Obote after a military coup d'etat .
when overthrow		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Uganda People 's Congress dominated Ugandan politics from independence until 1971 when Milton Obote was overthrown by Idi Amin .
probably succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Kanishka was probably succeeded by Huvishka .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Huvishka was the son of Kanishka .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Constantine IV , son of Constans II , defeated his rival and punished the supporters of Mezezius .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Justinian II was eldest son of Emperor Constantine IV and Anastasia .
take		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	When he died , his wife Irene took power as regent for her son , Constantine VI -LRB- 780 -- 97 -RRB- .
resign	as	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Navin Ramgoolam resigned as Prime Minister few days after and Cassam Uteem appointed Sir Anerood Jugnauth to the Clarisse House .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Nabopolassar was succeeded by Nebuchadnezzar II , who became king after the death of his father in 604 BC .
change		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Legend has it that Yongzheng changed Kangxi 's will by adding strokes and modifying characters .
go	with	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Yongzheng went with Kangxi on several inspection trips around the Beijing area , as well as one trip further south .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 1997 , TRW purchased BDM , and in 2002 Northrop Grumman bought TRW .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2002 , Northrop Grumman bought TRW .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2002 , TRW was bought by Northrop Grumman . -RRB-
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 2002 , TRW was bought by Northrop Grumman .
pleased	with	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Empress Dowager Cixi was pleased with the way Zaifeng executed his diplomatic mission in Germany .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Immediately after Emperor Guangxu 's death , Empress Dowager Cixi appointed Puyi , a nephew of Guangxu , as the new emperor .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 1994 , Republican George Pataki defeated Democrat Mario Cuomo , causing a crisis for the Democratic Party .
great-grandfather	through	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Through Charles Edward , Leopold is the great-grandfather of Carl XVI Gustaf , the current King of Sweden .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Artaxerxes III was succeeded by Artaxerxes IV Arses , who before he could act was also poisoned by Bagoas .
modified	into	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	A second Su-35 was modified into an Su-37 in the late 1990s .
acquire which	from	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	As the name implies , Oracle 's embedded database is actually Berkeley DB , which Oracle acquired from Sleepycat Software .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	John Boozman defeated incumbent Blanche Lincoln in the Senate election of 2010 .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	One of the GOP pickups came in Arkansas , where John Boozman easily defeated incumbent Blanche Lincoln .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Also in March 2009 , Andrea Horwath replaced Howard Hampton as leader of the NDP at the leadership election .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Malamir was a son of Omurtag and a grandson of Krum .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	One-term Senator John Boozman defeated two-term Senator Blanche Lincoln with 58.0 % of the vote in 2010 .
specify		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Omurtag specified Malamir as his heir because his eldest son , Enravota , was a Christian .
rule	after	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	After Kubrat , Batbayan ruled from Poltava the lands north of the Black Sea and the Azov Sea .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Cacamatzin was a son of the previous king Nezahualpilli by one of his mistresses .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	On 1 November 2011 , Mario Draghi replaced Jean-Claude Trichet as President of the ECB .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In late 1993 , David Dinkins was defeated by Rudolph Giuliani in his bid for reelection .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The legend has it that this is also site of ancient village Angadpur after Angada , nephew of Sugriva .
overthrew		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Just over two decades later General Pervez Musharraf overthrew Pakistani Prime Minister Nawaz Sharif on mostly the same grounds in 1999 .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Three months later on 26 June 2013 , Kevin Rudd defeated Julia Gillard in another Labor Party leadership vote .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Kevin Rudd succeeded Julia Gillard as Prime Minister on 27 June 2013 .
challenge		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	On 24 June 2010 , Deputy Prime Minister Julia Gillard challenged Kevin Rudd in a leadership election .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	Woolco was bought by Walmart Canada in 1994 .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	On 24 June 2010 , Julia Gillard replaced Kevin Rudd as Australian Labor Party leader and Prime Minister .
congratulate		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Julia Gillard publicly congratulated Kevin Rudd on his victory , and announced her resignation as Prime Minister of Australia .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	In the presidential poll , John Kufuor of the NPP defeated the NDC candidate John Atta Mills in a run-off election .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	On 6 November 2008 , 28-year-old Jigme Khesar Namgyel Wangchuck , eldest son of King Jigme Singye Wangchuck , was crowned King .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Eva Aariak defeated incumbent Paul Okalik to become the second Premier in the history of the territory .
power	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	President Ilham Aliyev , inherited power from his late father Heydar Aliyev , who maintains an extensive cult of personality .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ilham Aliyev is the son of Heydar Aliyev , who was Azerbaijan 's president from 1993 -- 2003 .
king	after	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Mpande , the king after Dingane , was married to Ndlela 's daughter Msukilethe .
fled	from	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	By December 1838 , Zulu prince Mpande and 17,000 followers had already fled from Dingane , who was seeking to assassinate Mpande .
winner	against	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Democratic nominee Tom Perriello is the winner against Republican incumbent Virgil Goode .
owner	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Oracle eventually also acquired Sun Microsystems , owner of MySQL AB , in January 2010 .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Moctezuma I succeeded Itzcoatl as `` Hueyi Tlatoani '' in 1440 .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Moctezuma I succeeded Itzcoatl as the 6th `` Hueyi Tlatoani '' in 1449 .
inherited	from	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	Prajadhipok inherited from Vajiravudh a massive fiscal deficit , made worse by the onset of the Great Depression .
development	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	The Bell 412 is a further development of the Bell 212 , the major difference being the composite four-blade main rotor .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Cetshwayo was the eldest son of the King Mpande kaSenzangakhona .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Cetshwayo was a son of Zulu king Mpande and Queen Ngqumbazi , half-nephew of Zulu king Shaka and grandson of Senzangakhona kaJama .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Their candidate Dr Richard Taylor defeated David Lock the sitting Labour MP in the 2001 General Election .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	He beheaded Murdoch Stewart , Duke of Albany , son of Robert Stewart , 1st Duke of Albany .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The Stewarts of Appin descend from Sir John Stewart of Bonkyl , son of Alexander Stewart , 4th High Steward of Scotland .
seize power	from	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Nigeria had been ruled by military leaders since Muhammadu Buhari seized power from Shehu Shagari in a 1983 coup .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Ashoka was born to the Mauryan emperor Bindusara and a relatively lower ranked wife of his , Dharmā -LSB- or Dhammā -RSB- .
threaten		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In reality , the French used Sisowath as a tool to threaten Norodom .
educated	like	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Like his brother King Norodom , Sisowath was educated in the Siamese capital of Bangkok .
purchase		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Northrop Grumman purchased Litton Industries in April 2001 forming Northrop Grumman Sperry Marine .
appoint		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 1954 , Prime Minister Muhammad Ali Bogra appointed Ayub Khan as the Defence Minister of Pakistan .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Tim Scott to the United States Senate to replace the resigning Jim DeMint .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	The Porsche 996 replaced the Porsche 993 .
buy		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2001 , Northrop Grumman bought Litton Industries and made TASC part of its Information Technology division .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	The Porsche 993 was replaced by the Porsche 996 .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	The next major model change came in 1995 when the Audi A4 replaced the Audi 80 .
appoint		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In her place , her second husband John IV , Duke of Brabant appointed John III as ruler of Holland and Zeeland .
heir	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1490 Isabella married Afonso , Prince of Portugal , the heir of John II of Portugal .
marry		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 1447 , John II of Castile had married Isabella of Portugal .
married	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Isabella was married to king John II of Castile as his second wife .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Isabella was the youngest daughter of King John II of France by his first wife Bonne of Bohemia .
replace		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Bowie Kuhn replaced William Eckert as the Commissioner of Baseball in 1969 .
purchased	from	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	Since then , Gannett has purchased KXTV from Belo , while CBS has acquired KOVR .
buy out		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2004 , Toll NZ bought out Tranz Rail , and the Interisland Line was renamed the Interislander .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	According to the Bible , Josiah was the son of King Amon and Jedidah , the daughter of Adaiah of Bozkath .
defeat		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Ewart Brown defeated Alex Scott in an election for Party Leader and became the PLP 's Leader and Premier of Bermuda .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	The descendants of Orda Khan , the eldest son of Jochi , directly ruled the area .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	However , Munedjimbashi says he was a descendant of Orda Khan , the eldest son of Jochi and brother of Tuqa-Timur .
heavily criticize		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Transitive_passive	Gaston Tong Sang was heavily criticized by former French Polynesian President Gaston Flosse in July 2007 .
install batu	as	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	But the Great Khan installed Batu as Khan of the Ulus of Jochi .
eldest son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	It says Jochi , the eldest son of Genghis Khan , marched north to subjugate the Buryats in 1207 .
7th son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	His grandfather was Baul/Teval Khan , the 7th son of Jochi .
promised	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	Chagatai wanted to destroy the city but Genghis Khan had promised the city to Jochi after his victory .
acquire		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	US West was acquired by Qwest in 2000 .
taken	over	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	Qwest , a Denver-based fiber optics long-distance company , had taken over US West in 2000 .
merge	with	verb	IntransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Qwest merged with `` Baby Bell '' US West on June 30 , 2000 through an apparent hostile takeover .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Chuck Hagel to succeed Leon Panetta and serve as his second term Secretary of Defense on January 7 , 2013 .
buy out		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	On March 26 , 2000 , OpenTV bought out Spyglass in a stock swap worth $ 2.5 billion .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Charles was a younger brother of King Philip VI of France .
put		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Ajatasatru thus on Devadatta 's words put Bimbisara behind the bars .
father	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Charles was the father of Philip VI of France .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Wikramawardhana succeeded Hayam Wuruk as the King of Majapahit .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	In 1748 Muhammad Shah was succeeded by his son Ahmad Shah , who shortly afterwards was appointed Safdar Jang .
generation model	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	The BMW F25 is the 2nd generation model of the BMW X3 , on sale since 2010 .
converted	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	For viewers in Canada , as well as the Caribbean and Puerto Rico , Speed was not converted to Fox Sports 1 .
succeed		verb	TransitivePPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Republican Rob McKenna succeeded the incumbent attorney general , Christine Gregoire , who was narrowly elected governor that year .
investment division	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Credit Suisse First Boston -LRB- informally CSFB -RRB- was the investment banking division of Credit Suisse Group , prior to 2006 .
bank division	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/successor	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Credit Suisse First Boston -LRB- informally CSFB -RRB- was the investment banking division of Credit Suisse Group , prior to 2006 .
